The Integration of Agile Development and Model Driven Development: A Systematic Literature Review,computer science,systems engineering,systematic review
Automatic alerts annotation for improving DDoS mitigation systems,engineering,data mining,information retrieval
Altruistic punishment can help resolve tragedy of the commons social dilemmas,political science,social science,socioeconomics
Error Bounds for Error Diffusion and Other Mathematical Problems Arising in Digital Halftoning,mathematics,algorithm,artificial intelligence
Parallel Calculation of Propane Bulk Properties,computer science,computational chemistry,discrete mathematics
"Age, Gender, Race and Smile Prediction Based on Social Textual and Visual Data Analyzing.",NA,NA,NA
Combinatorial Structural Clustering (CSC): A Novel Structural Clustering Approach for Large Scale Networks.,NA,NA,NA
Efficient Data Collection in Widely Distributed Wireless Sensor Networks with Time Window and Precedence Constraints,engineering,distributed computing,real time computing
Randomized Trial of Population-Based Clinical Decision Support to Facilitate Care Transitions.,medicine,nursing,emergency medicine
Efficiency measures and computational approaches for data envelopment analysis models with ratio inputs and outputs,mathematics,mathematical optimization,econometrics
Life aspect inference of tweets based on probability distribution,computer science,artificial intelligence,pattern recognition
Improving Text Proposals for Scene Images with Fully Convolutional Networks,computer science,artificial intelligence,pattern recognition
SLAM auto-complete using an emergency map,engineering,artificial intelligence,computer vision
The impact of initial experience and user attachment on application downloads: Information-seeking and -sharing applications,computer science,marketing,internet privacy
A Modified Naïve Possibilistic Classifier for Numerical Data,NA,NA,NA
Creation of a simple natural language processing tool to support an imaging utilization quality dashboard,medicine,artificial intelligence,natural language processing
Computing structure-based lipid accessibility of membrane proteins with mp_lipid_acc in RosettaMP,NA,NA,NA
The limit to behavioral inertia and the power of default in voluntary contribution games,economics,microeconomics,welfare economics
Multiresolution acquisition scheme for the physical layer design of a direct sequence spread spectrum transequatorial HF ionospheric data link,mathematics,computer network,ionosphere
A Novel Low-Cost Real-Time Power Measurement Platform for LoWPAN IoT Devices,computer science,computer network,embedded system
Using Semantics to Enhance the Blogging Experience,computer science,information retrieval,world wide web
Zero-crossing analysis of Lévy walks for real-time feature extraction: Composite signal analysis for strengthening the IoT against DDoS attacks,NA,NA,NA
Fourier Accelerated Multistatic Imaging: A Fast Reconstruction Algorithm for Multiple-Input-Multiple-Output Radar Imaging,computer science,artificial intelligence,distributed computing
Gesture sequence recognition with one shot learned CRF/HMM hybrid model *,NA,NA,NA
Multi-population Discrete Bat Algorithm with Crossover to Solve TSP,computer science,artificial intelligence,machine learning
A reachability predicate for analyzing low-level software,computer science,programming language,theoretical computer science
The user experience of mobile music making: An ethnographic exploration of music production and performance in practice,NA,NA,NA
"Requirements Quality Assurance in Industry: Why, What and How?",computer science,systems engineering,management science
Dynamic Proofs of Retrievability with improved worst case overhead,computer science,distributed computing,computer network
Measuring similarity of large software systems based on source code correspondence,computer science,database,theoretical computer science
Revisiting Content-Based Publish/Subscribe.,computer science,distributed computing,data mining
Logic and Religion,philosophy,algorithm,temporal logic
Fuzzy multi-objective and groups decision method in optimal selection of landslide treatment scheme,computer science,mathematical optimization,fuzzy logic
Vibration Control of an Industrial Moving Strip in the Presence of Input Deadzone,engineering,control theory,control engineering
Anomaly detection for web server log reduction: A simple yet efficient crawling based approach,computer science,computer network,world wide web
Detection of Mobile Phone Fraud Using Possibilistic Fuzzy C-Means Clustering and Hidden Markov Model,NA,NA,NA
Modellbasierte Risikoanalyse und -behandlung sicherheitskritischer Mensch-Maschine-Schnittstellen in der Medizintechnik : ein Beitrag aus dem Lehrstuhl für Medizintechnik der RWTH Aachen (Direktor: Univ.-Prof. Dr.-Ing. Klaus Rademacher),NA,NA,NA
Scalable subgraph enumeration in MapReduce: a cost-oriented approach,computer science,database,subgraph isomorphism problem
"Dark Silicon, Antiparallelism, and Too Much Work",computer science,electrical engineering,computer engineering
Frontier: A fast placement system for FPGAs,computer science,real time computing,parallel computing
Reflexive and Reciprocal Determiners,computer science,artificial intelligence,linguistics
A LED substrate auto-inspection system,computer science,artificial intelligence,pattern recognition
Multi-Directional Space Tessellation to Improve the Decision Boundary in Indirect Mixed-Signal Testing,computer science,artificial intelligence,machine learning
On the most imbalanced orientation of a graph,mathematics,discrete mathematics,combinatorics
An Effective 3D Shape Descriptor for Object Recognition with RGB-D Sensors,engineering,artificial intelligence,pattern recognition
A New Directional-Intent Recognition Method for Walking Training Using an Omnidirectional Robot,NA,NA,NA
A new efficient approach to fit stochastic models on the basis of high-throughput experimental data using a model of IRF7 gene expression as case study,computer science,bioinformatics,monte carlo method
A Radiometric Uncertainty Tool for the Sentinel 2 Mission,geology,remote sensing,monte carlo method
TLS with trustworthy certificate authorities,computer science,computer network,computer security
Fuzzy Decision Support System to Enhance Productivity in Indian Coal Mining Industry,engineering,marketing,operations management
Profiling grid data transfer protocols and servers,computer science,real time computing,data transmission
Iterative sparsity score for feature selection and its extension for multimodal data,computer science,artificial intelligence,pattern recognition
"Genotype–phenotype mapping implications for genetic programming representation:commentary on “On the mapping of genotype to phenotype in evolutionary algorithms” by Peter A. Whigham, Grant Dick, and James Maclaurin",NA,NA,NA
A Review on Automated Menu Planning Approaches,computer science,simulation,NA
Spectral reconstruction of signals from periodic nonuniform subsampling based on a Nyquist folding scheme,mathematics,mathematical optimization,bandwidth
Energy-efficient data prefetch buffering for low-end embedded processors,computer science,real time computing,parallel computing
The Soft Robotics Toolkit: Strategies for Overcoming Obstacles to the Wide Dissemination of Soft-Robotic Hardware,engineering,artificial intelligence,simulation
A Time-Series Approach to Estimating Soil Moisture From Vegetated Surfaces Using L-Band Radar Backscatter,mathematics,remote sensing,hydrology
HEp-2 Specimen Image Segmentation and Classification Using Very Deep Fully Convolutional Network,computer science,artificial intelligence,pattern recognition
Combined video and audio watermarking: embedding content information in multimedia data,computer science,multimedia,video tracking
Machine translation of Spanish personal and possessive pronouns using anaphora probabilities,computer science,artificial intelligence,linguistics
Detection of Motor Impairment in Parkinson's Disease via Mobile Touchscreen Typing,NA,NA,NA
Physical Design Considerations of One-level RRAM-based Routing Multiplexers,computer science,real time computing,mathematical optimization
A nonlinear finite element formalism for modelling flexible and soft manipulators,computer science,artificial intelligence,simulation
On Sahlqvist theory for hybrid logics,mathematics,discrete mathematics,NA
Energy recovery clocking scheme and flip-flops for ultra low-energy applications,computer science,real time computing,electronic engineering
Using Basis Expansion Model for Physical Layer Authentication in Time-Variant System,engineering,data mining,theoretical computer science
Trace norm regularized canonical correlation analysis,mathematics,artificial intelligence,pattern recognition
A resilient domain decomposition polynomial chaos solver for uncertain elliptic PDEs,mathematics,mathematical optimization,discrete mathematics
An Efficient Search Algorithm for High-Dimensional Indexing Using Cell Based MBR,mathematics,artificial intelligence,pattern recognition
Pairing of most relevant variables and bootstrap samples with ridge regression for data sharing,computer science,statistics,computer security
Dynamic Partition Models,computer science,artificial intelligence,machine learning
Optimal Divergence-Free Hatch Filter for GNSS Single-Frequency Measurement,engineering,control theory,electronic engineering
Contrast enhancement of night images,computer science,artificial intelligence,pattern recognition
Usage of Smartphone Data to Derive an Indicator for Collaborative Mobility between Individuals,geography,data mining,global positioning system
"Taking “biology” just seriously enough: Commentary on “On the Mapping of Genotype to Phenotype in Evolutionary Algorithms” by Peter A. Whigham, Grant Dick, and James Maclaurin",computer science,artificial intelligence,phenotype
A Method for User Profile Learning in Document Retrieval System Using Bayesian Network,computer science,data mining,information retrieval
How does transformational leadership influence proactive customer service behavior of frontline service employees? Examining the mediating roles of psychological empowerment and affective commitment,engineering,knowledge management,research design
Sonancia: A multi-faceted generator for horror,engineering,world wide web,science technology and society
Application of RBF neural network PID in wet flue gas desulfurization of thermal power plant,computer science,control theory,artificial neural network
Syntax Annotation of the Georgian Literary Corpus,NA,NA,NA
Editorial Special Section on Multiscale Cancer Modeling,computer science,artificial intelligence,computer vision
Temporal and Spatial Dynamics of Phytoplankton Primary Production in Lake Taihu Derived from MODIS Data,geology,climatology,phytoplankton
"Probing the axioms of evolutionary algorithm design: Commentary on “On the mapping of genotype to phenotype in evolutionary algorithms” by Peter A. Whigham, Grant Dick, and James Maclaurin",computer science,artificial intelligence,machine learning
Advanced Terahertz Sensing and Imaging Systems Based on Integrated III-V Interband Tunneling Devices,materials science,optoelectronics,electronic engineering
An Efficient Four-Parameter Affine Motion Model for Video Coding,mathematics,artificial intelligence,computer vision
Towards scalable computational models of emotions for autonomous agents,computer science,artificial intelligence,machine learning
Opp-Relay: Managing Directionality and Mobility Issues of Millimeter-Wave via D2D Communication,computer science,computer network,complex systems
"Modelling informal Sand Forest harvesting using a Disturbance Index from Landsat, in Maputaland (South Africa)",computer science,ecology,agroforestry
Feature-based watermarking of 2D vector data,computer science,artificial intelligence,pattern recognition
Comparison between fingerprint and behavioral biometric authentication using 2D and 3D gestures,NA,NA,NA
Quantifying Program Bias,computer science,theoretical computer science,probabilistic logic
Measuring pedagogical agent persona and the influence of agent persona on learning,computer science,knowledge management,affect
Stochastic Composite Least-Squares Regression with convergence rate O(1/n),NA,NA,NA
The role of negative corona in charged particle dynamics,computer science,control engineering,atomic physics
Framework for integrating usability practices into the software process,computer science,systems engineering,management science
Healthy Lifestyle Support: The PerKApp Ontology,computer science,data mining,ontology
Globally Optimal Energy-Efficient Power Control and Receiver Design in Wireless Networks,mathematics,mathematical optimization,signal to noise ratio
A methodology for analysis of concept lattice reduction,mathematics,discrete mathematics,lattice
Reed Solomon Codes for Molecular Communication with Full Absorption Receiver,NA,NA,NA
An NLP-Based Ontology Population for Intentional Structure.,NA,NA,NA
Study on algorithm of reactive power optimization of power distribution network with wind generator,computer science,algorithm,mathematical optimization
A rolling stock circulation model for combining and splitting of passenger trains.,mathematics,simulation,operations management
Detecting and thwarting hardware trojan attacks in cyber-physical systems,engineering,computer security,search engine
Model predictive control of a robotically actuated delivery sheath for beating heart compensation,engineering,control engineering,model predictive control
The normalized compression distance and image distinguishability,mathematics,artificial intelligence,pattern recognition
Design and Evaluation of a Smart-Glasses-based Service Support System,engineering,knowledge management,systems engineering
Decompose image into meaningful regions based on contour detector and watershed algorithm,mathematics,artificial intelligence,computer vision
Monte-Carlo simulation balancing revisited,computer science,operations research,computational science
LEA: An Algorithm to Estimate the Level of Location Exposure in Infrastructure-Based Wireless Networks,computer science,algorithm,distributed computing
Searching the Big Data: Practices and Experiences in Efficiently Querying Knowledge Bases,computer science,data mining,feature vector
Securing the anonymity of content providers in the World Wide Web,business,world wide web,internet privacy
Development of a normative package for safety-critical software using formal regulatory requirements,computer science,distributed computing,operations research
Asymptotical stability of Riemann–Liouville fractional neutral systems,NA,NA,NA
Bayesian Estimation of Intrinsic Tissue Oxygenation and Perfusion from RGB Images.,mathematics,artificial intelligence,computer vision
Grey Wolf Optimizer for Training Elman Neural Network.,computer science,artificial intelligence,pattern recognition
Data-Based Tuning of Reduced-Order Inverse Model in Both Disturbance Observer and Feedforward with Application to Tray Indexing,engineering,control theory,control engineering
Study of Contact Resistance in Connectors With Physical Simulation Using Nanofabrication,engineering,electronic engineering,electrode
Texture-preserving deconvolution via image decomposition,mathematics,artificial intelligence,computer vision
A new indicator-based many-objective ant colony optimizer for continuous search spaces,mathematics,mathematical optimization,optimization problem
Predicting Retention in Sandbox Games with Tensor Factorization-based Representation Learning,computer science,artificial intelligence,machine learning
BFSI-B: An improved K-hop graph reachability queries for cyber-physical systems ☆,NA,NA,NA
Exploring the transcriptome of non-model oleaginous microalga Dunaliella tertiolecta through high-throughput sequencing and high performance computing,biology,bioinformatics,dna sequencing
Transformational leadership and psychological empowerment: The mediating effect of organizational culture in Indian retail industry,engineering,knowledge management,organizational culture
Graph-based software knowledge: Storage and semantic querying of domain models for run-time adaptation,computer science,artificial intelligence,machine learning
High Frequency InGaAs MOSFET with Nitride Sidewall Design for Low Power Application,engineering,optoelectronics,electronic engineering
Guest Editorial: Multimedia in Social Mobile Computing (MSMC),computer science,multimedia,mobile computing
Efficient FPGA Implementation of OpenCL High-Performance Computing Applications via High-Level Synthesis,computer science,computer architecture,parallel computing
An Approach for Incorporating the Usability Optimization Process into the Model Transformation,computer science,artificial intelligence,machine learning
"Book review: Jill Markgraf, Kate Hinnant, Eric Jennings and Hans Kishel, Maximizing the One-Shot: Connecting Library Instruction with the Curriculum",NA,NA,NA
Plantar fascia segmentation and thickness estimation in ultrasound images,medicine,artificial intelligence,computer vision
Memristor in a Nutshell,mathematics,electronic engineering,capacitor
Radar sensor model for three-dimensional map building.,geography,artificial intelligence,remote sensing
Model predictive control for a multi-body slung-load system,computer science,simulation,control system
"Towards a Semantic Web of Things: A Hybrid Semantic Annotation, Extraction, and Reasoning Framework for Cyber-Physical System",computer science,data mining,knowledge base
Multiview boosting digital pathology analysis of prostate cancer,computer science,artificial intelligence,computer vision
Secure Transmissions in Millimeter Wave Systems,computer science,computer network,electronic engineering
Halftoning over a hexagonal grid,computer science,theoretical computer science,fourier transform
A State-of-the-Art Review on the Integration of Building Information Modeling (BIM) and Geographic Information System (GIS),computer science,data mining,systems engineering
Encryption-based privacy protection for police body-worn cameras,computer science,computer security,internet privacy
Fast multi-body simulations of robots controlled with error feedback,NA,NA,NA
Performance evaluation of document layout analysis algorithms on the UW data set,computer science,data mining,information retrieval
On the use of cut set for attribute reduction in L-fuzzy concept lattice,computer science,data mining,search engine
Mel-cepstrum-based steganalysis for VoIP steganography,computer science,artificial intelligence,pattern recognition
The complexity of semilinear problems in succinct representation,mathematics,discrete mathematics,combinatorics
Uncertainty back-propagation in PLS model inversion for design space determination in pharmaceutical product development,mathematics,statistics,mathematical optimization
Transfer Learning for Colonic Polyp Classification Using Off-the-Shelf CNN Features,NA,NA,NA
A Markov Chain Monte Carlo Alternating Minimization Algorithm for Asynchronous Relay Network Localization,mathematics,algorithm,mathematical optimization
Combining Latent Dirichlet Allocation and K-Means for Documents Clustering: Effect of Probabilistic Based Distance Measures,computer science,artificial intelligence,statistics
Wifi-reports: improving wireless network selection with collaboration,computer science,real time computing,computer security
Sticker-Type Hybrid Photoplethysmogram Monitoring System Integrating CMOS IC With Organic Optical Sensors,computer science,embedded system,electronic engineering
Machine learning and signal processing for big multimedia analysis,computer science,artificial intelligence,machine learning
Influence of Group Characteristics on Agent Voting,NA,NA,NA
Design and real-time implementation of a decentralized sliding mode controller for twin rotor multi-input multi-output system,computer science,control theory,control engineering
An approach to initiating eWOM intentions: a study on the effects of reference price and value homophily,NA,NA,NA
Efficient and secure template blinding for biometric authentication,computer science,computer network,computer security
DeepMask: Masking DNN Models for robustness against adversarial samples,mathematics,artificial intelligence,machine learning
Evaluation of respiratory properties by means of fractional order models,mathematics,artificial intelligence,pattern recognition
Simple and Accurate Method for Parallel Web Pages Detection.,computer science,artificial intelligence,machine learning
A weighted hybrid model for unsteady nonlinear aerodynamics,mathematics,control theory,simulation
Enhancing user experience with conversational agent for movie recommendation: Effects of self-disclosure and reciprocity,NA,NA,NA
Importance-Performance Analysis Based Evaluation Method for Security Incident Management Capability.,NA,NA,NA
Sensemaking and Communication Roles in Social Media Crisis Communication,computer science,knowledge management,public relations
List decoding for arbitrarily varying wiretap channels,computer science,distributed computing,computer network
Universum Autoencoder-Based Domain Adaptation for Speech Emotion Recognition,mathematics,artificial intelligence,pattern recognition
Reducing the Computational Complexity of Multicasting in Large-Scale Antenna Systems,mathematics,computer network,computational complexity theory
AJSR: an Efficient Multiple Jumps Forwarding Scheme in Software-Defined WAN,computer science,distributed computing,real time computing
Tangent-Linear Models by Augmented LL-Parsers,computer science,algorithm,discrete mathematics
Network topology of NaV1.7 mutations in sodium channel-related painful disorders,NA,NA,NA
Control system of powered wheelchairs based on tongue motion detection,computer science,embedded system,control system
Large-Scale Data Stream Processing Systems,computer science,real time computing,streams
Underdetermined DOA Estimation Method for Wideband Signals Using Joint Nonnegative Sparse Bayesian Learning,mathematics,artificial intelligence,pattern recognition
HotSketch: Drawing Police Patrol Routes among Spatiotemporal Crime Hotspots,computer science,computer security,information visualization
Setting the Right Tone: How Data Science Enables Investor Communication to Choose the Right Language,computer science,data mining,marketing
"""I did use it!"" - Assessing subjective vs objective cognitive artifact usage",computer science,data mining,simulation
HUBzero and CatalyzeCare: A community driven platform for data sharing and collaboration in medical informatics research.,medicine,data science,informatics
Logical consensuses for case-based reasoning and for mathematical engineering of AI,computer science,artificial intelligence,machine learning
A formal specification of the RT-Middleware data transfer protocol,computer science,real time computing,formal specification
Animation in der Kartographie: Dynamische Datenprimitive,art,performance art,animation
"Interplay Between Transmission Delay, Average Data Rate, and Performance in Output Feedback Control over Digital Communication Channels",mathematics,control theory,control engineering
Similarity coefficient of collaborative filtering based on contribution of neighbors,computer science,data mining,information retrieval
Weakly-Labelled Semantic Segmentation of Fish Objects in Underwater Videos Using a Deep Residual Network.,computer science,artificial intelligence,computer vision
A Novel Technique for Fetal ECG Extraction Using Single-Channel Abdominal Recording,engineering,electronic engineering,adaptive filter
Fractional-order dynamic errors for analyzing residual arteriovenous access stenosis,computer science,artificial intelligence,pattern recognition
Using opponent models to train inexperienced synthetic agents in social environments,computer science,artificial intelligence,machine learning
Logic programs with annotated disjunctions,mathematics,algorithm,discrete mathematics
Recurrent Flexible Neural Tree Model for Time Series Prediction.,computer science,artificial intelligence,pattern recognition
A porous thermoelastic problem: An a priori error analysis and computational experiments,NA,NA,NA
Thinking About Multiword Constructions: Usage-Based Approaches to Acquisition and Processing,computer science,artificial intelligence,linguistics
Autonomous central pattern generator equation generation for coordinated modular robot locomotion,computer science,real time computing,simulation
Time Series Data Mining for Energy Prices Forecasting: An Application to Real Data.,computer science,econometrics,time series
Structure over Style: Collaborative Authorship and the Revival of Literary Capitalism,NA,NA,NA
Portraits of Participation: Exploring the Relationship between Social Motivators and Facets of Participation in a Twitter-based Community,computer science,knowledge management,public relations
MEST: A Model-Driven Efficient Searching Approach for MapReduce Self-Tuning,computer science,artificial intelligence,machine learning
A Telemedicine System Using B-ISDN.,medicine,computer network,family medicine
Distributed Representation of Subgraphs,NA,NA,NA
Optimized combinatorial clustering for stochastic processes,computer science,artificial intelligence,data mining
Secure Negotiation for Manual Authentication Protocols,computer science,distributed computing,computer security
Ontology-based classification of remote sensing images using spectral rules,computer science,remote sensing,data mining
Design of a tone mapping operator for high-dynamic range images based upon psychophysical evaluation and preference mapping,computer science,artificial intelligence,computer vision
Transmit antenna selection for multiple antenna systems with stall avoidance,computer science,real time computing,computer network
Bargaining over secrecy and reliability for low SNR OFDM communications,computer science,computer network,mathematical optimization
Different Responses of Two Types of Class II Neurons for Fluctuated Inputs,mathematics,statistics,control theory
Underdetermined blind separation of overlapped speech mixtures in time-frequency domain with estimated number of sources,mathematics,artificial intelligence,pattern recognition
Implementing a calculus for distributed access control in higher order logic and HOL,computer science,distributed computing,computer security
Software development and experimentation in an academic environment : The gaudi experience,engineering,software engineering,systems engineering
"Incremental elicitation of Choquet capacities for multicriteria choice, ranking and sorting problems",mathematics,artificial intelligence,mathematical optimization
A multi-level behavior network-based dangerous situation recognition method in cloud computing environments,NA,NA,NA
Sustainable production: Using simulation modeling to identify the benefits of green information systems,NA,NA,NA
Deep Q-learning using redundant outputs in visual doom,computer science,artificial intelligence,machine learning
A generalized transport-velocity formulation for smoothed particle hydrodynamics,physics,mathematical optimization,classical mechanics
Dynamic Model Adaptive to User Interest Drift Based on Cluster and Nearest Neighbors,computer science,artificial intelligence,machine learning
Improving Imputation Accuracy in Ordinal Data Using Classification,computer science,artificial intelligence,pattern recognition
Modifying Feasible SQP Method for Inequality Constrained Optimization,mathematics,mathematical optimization,inequality
Synchronization of wave-pipelined circuits,computer science,real time computing,parallel computing
Computational Model for Predicting Visual Fixations from Childhood to Adulthood.,computer science,artificial intelligence,pattern recognition
Incentive compatible and stable trade mechanisms on networks,economics,industrial organization,microeconomics
Defining Deviation Sub-spaces for the A*W Robust Planning Algorithm.,NA,NA,NA
Intelligent Control Strategy of a Three-Phase PWM Rectifier Based on Artificial Neural Networks Approach and Fuzzy Logic Controller.,computer science,control theory,power control
Impact of Playing Exergames on Mood States: A Randomized Controlled Trial,psychology,social psychology,psychotherapist
“Errare Humanum Est”: Simulation of communication error among a virtual team in crisis situation,engineering,knowledge management,science technology and society
On New Classes of Nonnegative Symmetric Tensors,mathematics,mathematical optimization,topology
Estimation of human walking speed by Doppler radar for elderly care,computer science,simulation,doppler radar
What are the knowledge needs during the project lifecycle in an expert organisation,NA,NA,NA
A two-stage stochastic mixed-integer programming approach to the competition of biofuel and food production,economics,agricultural economics,operations management
Analysis of clickjacking attacks and an effective defense scheme for Android devices,computer science,computer network,computer security
A systems perspective on software process improvement,engineering,systems engineering,project management
Multi-style learning with denoising autoencoders for acoustic modeling in the internet of things (IoT) ☆,NA,NA,NA
On the impact of HARQ on the throughput and energy efficiency using cross-layer analysis,engineering,real time computing,computer network
Coverage optimization of VLC in smart homes based on improved cuckoo search algorithm,computer science,algorithm,mathematical optimization
Weighted Graph Based Clustering and Local Mobility Management for Dense Small Cell Network with X2 Interface,computer science,distributed computing,real time computing
Using Interaction Data for Continuous Creation of Trace Links Between Source Code and Requirements in Issue Tracking Systems,computer science,theoretical computer science,source code
New blind steganalysis and its implications,computer science,artificial intelligence,pattern recognition
Frustratingly Short Attention Spans in Neural Language Modeling,computer science,artificial intelligence,machine learning
Identification of Biomedical Articles with Highly Related Core Contents.,NA,NA,NA
Identifying Different Transportation Modes from Trajectory Data Using Tree-Based Ensemble Classifiers,computer science,artificial intelligence,pattern recognition
Towards a Capability Model for Big Data Analytics,computer science,data mining,knowledge management
A Support Function Based Algorithm for Optimization with Eigenvalue Constraints,mathematics,algorithm,mathematical optimization
Leftist grammars and the chomsky hierarchy,mathematics,discrete mathematics,combinatorics
Minimal explanations of missing values by chasing acquisitional data,computer science,artificial intelligence,data mining
Direct advertising and opt-in provisions: Policy and market implications,NA,NA,NA
"Breaker to Control Center Integration & Automation: Protection, Control, Operation & Optimization",computer science,systems engineering,operations management
Estimation and model identification of longitudinal data time-varying nonparametric models,mathematics,statistics,econometrics
Mining social semantics on the social web,philosophy,artificial intelligence,linguistics
Research on cooperation mechannism evolutionary game model in FSDN traceability system,NA,NA,NA
Exploratory analysis of older adults’ sedentary behavior in the primary living area using kinect depth data,computer science,human computer interaction,multimedia
SDNShield: Towards more comprehensive defense against DDoS attacks on SDN control plane,engineering,world wide web,computer security
"Book review: Martin De Saulles, Information 2.0: New Models of Information Production, Distribution and Consumption",NA,NA,NA
Analytic Approximation of Invasion Wave Amplitude Predicts Severity of Insect Outbreaks,NA,NA,NA
Encounter: based routing in DTNs,computer science,distributed computing,computer network
A Torque Control Strategy for Torque Ripple Reduction of Brushless DC Motor With Nonideal Back Electromotive Force,engineering,control theory,control engineering
Proper balance between search towards and along Pareto front: biobjective TSP case study,mathematics,mathematical optimization,discrete mathematics
Disaster-aware smart routing scheme based on symbiotic computing for highly-available information storage systems,computer science,distributed computing,control system
Well placement and control optimization for WAG/SAG processes using ensemble-based method,mathematics,mathematical optimization,penalty method
Software Engineering Process benchmarking,computer science,distributed computing,operations research
On biometric systems: electrocardiogram Gaussianity and data synthesis,computer science,artificial intelligence,machine learning
Secure Transmission With Aid of a Helper for MIMOME Network Having Finite Alphabet Inputs,computer science,distributed computing,signal to noise ratio
Parameter-Free Convex Learning through Coin Betting,computer science,artificial intelligence,machine learning
DeepNAT: Deep Convolutional Neural Network for Segmenting Neuroanatomy,computer science,artificial intelligence,machine learning
Historic Document Image De-noising Using Principal Component Analysis (PCA) and Local Pixel Grouping (LPG),computer science,artificial intelligence,pattern recognition
An Adapted Entity Summarization Service for an Enhancement Video System.,computer science,artificial intelligence,information retrieval
On the Spectral Efficiency and Fairness in Full-Duplex Cellular Networks,computer science,real time computing,computer network
Operational Modal Analysis of Bridge Structures with Data from GNSS/Accelerometer Measurements.,engineering,control engineering,electronic engineering
A novel data clustering algorithm based on modified gravitational search algorithm,computer science,algorithm,artificial intelligence
Phase change memory cell emulator circuit design,engineering,electronic engineering,cmos
Sleep comfort analysis using a part-based mixture model with nighttime infrared video,mathematics,artificial intelligence,computer vision
Scaling Deep Learning-based Decoding of Polar Codes via Partitioning,computer science,artificial intelligence,real time computing
On-chip system call tracing: A feasibility study and open prototype,computer science,real time computing,computer security
Acquisition of obstacle motion patterns to improve mobile robot motion planning,engineering,artificial intelligence,computer vision
Fuzzy c-means clustering based on weights and gene expression programming,mathematics,artificial intelligence,pattern recognition
The Content-based Media Exposure Scale (C-ME): Development and Validation,psychology,social psychology,discriminant validity
Adoption of big data and analytics in mobile healthcare market: An economic perspective,NA,NA,NA
Intruder deduction problem for locally stable theories with normal forms and inverses,mathematics,discrete mathematics,combinatorics
Using Bad Learners to find Good Configurations,computer science,artificial intelligence,machine learning
GA-PSO-FASTSLAM: A Hybrid Optimization Approach in Improving FastSLAM Performance,computer science,artificial intelligence,pattern recognition
Classifying news versus opinions in newspapers: Linguistic features for domain independence,computer science,artificial intelligence,data mining
Specific Land Cover Class Mapping by Semi-Supervised Weighted Support Vector Machines,geology,artificial intelligence,pattern recognition
Maximum-Reward Motion in a Stochastic Environment: The Nonequilibrium Statistical Mechanics Perspective.,physics,statistical physics,computational physics
Optimization for a Neural Network Based on Input-Vectors Correlation and Its Application to a Truck Scale,engineering,artificial intelligence,pattern recognition
PCA-SCG-ANN for Detection of Non-structural Protein 1 from SERS Salivary Spectra.,computer science,artificial intelligence,machine learning
Note on diagonal flips and chromatic numbers of quadrangulations on closed surfaces,NA,NA,NA
Dynamically Reconfigurable Online Self-organising Fuzzy Neural Network with Variable Number of Inputs for Smart Home Application,computer science,artificial intelligence,machine learning
Dynamically Provisioned Priority-Aware Algorithms in Shared Mesh Optical Networks,computer science,algorithm,network topology
Applicability of Cellular Automata in Cryptanalysis,computer science,artificial intelligence,machine learning
Reducing covariate factors of gait recognition using feature selection and dictionary-based sparse coding,mathematics,artificial intelligence,pattern recognition
Experimental Validation of Depth Cameras for the Parameterization of Functional Balance of Patients in Clinical Tests,computer science,statistics,kinematics
"Introduction to Trust, Identity, and Trusted Systems in Digital Environments Minitrack",computer science,knowledge management,human computer interaction
Analyza: Exploring Data with Conversation,computer science,data mining,human computer interaction
Autonomous performance and risk management in large distributed systems and grids.,computer science,distributed computing,risk management
Public-Private Collaboration in the Emergence of a National Electronic Identification Policy: The Case of NemID in Denmark,computer science,public administration,public relations
User activity decay in mobile games determined by simple differential equations,computer science,artificial intelligence,machine learning
Research themes and trends in artificial intelligence,computer science,artificial intelligence,natural language processing
Electrocorticographic Dynamics Predict Visually Guided Motor Imagery of Grasp Shaping,computer science,artificial intelligence,computer vision
Model-based design verification for embedded systems through SVOCL: an OCL extension for SystemVerilog,computer science,real time computing,embedded system
Deep-Brain Transcranial Stimulation: A Novel Approach for High 3-D Resolution,computer science,artificial intelligence,distributed computing
Geometric methods for estimating representative sidewalk widths applied to Vienna’s streetscape surfaces database,NA,NA,NA
A Doubling Dimension Threshold Theta(loglogn) for Augmented Graph Navigability,NA,NA,NA
Symmetry Analysis and Conservation Laws of the Zoomeron Equation,mathematics,mathematical analysis,conservation law
Energy-aware memory allocation in heterogeneous non-volatile memory systems,computer science,real time computing,parallel computing
See and avoidance behaviors for autonomous navigation,geography,artificial intelligence,computer vision
Reflexive Regular Equivalence for Bipartite Data,mathematics,artificial intelligence,machine learning
Intelligent Hybrid Algorithm for Unsupervised Data Clustering Problem.,NA,NA,NA
Steganalysis of additive-noise modelable information hiding,mathematics,artificial intelligence,statistics
Analysis of grasping failures in multi-rigid body simulations,computer science,artificial intelligence,real time computing
Fixed broadband or mobile: What makes us more civically engaged?,NA,NA,NA
Remote live forensics for Android devices,computer science,computer security,internet privacy
Analyses of Aspects of Knowledge Diffusion Based on the Example of the Green Supply Chain,NA,NA,NA
Branching Method for Computation of Probability of Given Data Stream Transmission,computer science,distributed computing,mathematical optimization
Adaptive handling assistance for industrial lightweight robots in simulation,computer science,simulation,search engine
